Br_ID,Phase,Work_Type,Lat,Long,Damage State,Description,Hwy,Hwy Name,MP,DISTRICT,STRUCNAME,Carries,Crosses,DetourLenth_mi,YEARBUILT,LENGTH_ft,ADMINAREA,DESIGNMAIN,MATERIALMAIN
00555B,2,Retrofit,45.24142,-123.86167,DS3,Seismically Vulnerable,009,Oregon Coast Hwy,84.08,01,"Big Nestucca River, Hwy 9 (Condor)",US101 (HWY 9),BIG NESTUCCA RIVER,19.00,1991,265.50,R2,5 Prestressed Concrete,02 Stringer/Girder
04660A,2,Reconstruct,45.22983,-123.86194,DS3,Seismically Vulnerable,009,Oregon Coast Hwy,85.01,01,"Three Rivers, Hwy 9",US101 (HWY 9),THREE RIVERS,45.00,1949,138.00,R2,2 Concrete Continuous,02 Stringer/Girder
00870,2,Reconstruct,45.19202,-123.9,DS3,Seismically Vulnerable,009,Oregon Coast Hwy,88.68,01,"Clear Creek, Hwy 9",US101 (HWY 9),CLEAR CREEK,45.00,1922,30.00,R2,1 Concrete,02 Stringer/Girder
02508A,2,Retrofit,45.16121,-123.9375,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,91.79,04,"Little Nestucca River, Hwy 9",US101 (HWY 9),LITTLE NESTUCCA RIVER,29.95,1980,618.99,R2,5 Prestressed Concrete,02 Stringer/Girder
13490,2,Retrofit,45.09445,-123.97583,DS3,Seismically Vulnerable,009,Oregon Coast Hwy,98.94,04,"Neskowin Creek, Hwy 9",US101 (HWY 9),NESKOWIN CREEK,29.95,1960,130.00,R2,2 Concrete Continuous,02 Stringer/Girder
09463,2,Retrofit,45.02427,-123.9675,DS3,Seismically Vulnerable,009,Oregon Coast Hwy,104.7,04,"Salmon River, Hwy 9",US101 (HWY 9),SALMON RIVER,29.95,1960,170.00,R2,2 Concrete Continuous,02 Stringer/Girder
00922A,2,Reconstruct,44.96758,-124.01611,DS3,Seismically Vulnerable,009,Oregon Coast Hwy,114.88,04,"Devils Lake Outlet, Hwy 9 (D River)",US101 (HWY 9),DEVILS LAKE OUTLET,5.00,1949,100.00,R2,2 Concrete Continuous,02 Stringer/Girder
00924A,2,Reconstruct,44.92577,-124.01389,DS3,Seismically Vulnerable,009,Oregon Coast Hwy,118.17,04,"Schooner Creek, Hwy 9",US101 (HWY 9),SCHOONER CREEK,123.65,1945,285.00,R2,2 Concrete Continuous,02 Stringer/Girder
00925A,2,Reconstruct,44.9124,-124.005,DS4,Seismically Vulnerable,009,Oregon Coast Hwy,119.27,04,"Drift Creek, Hwy 9",US101 (HWY 9),DRIFT CREEK,123.65,1945,210.00,R2,2 Concrete Continuous,02 Stringer/Girder
09906,2,Retrofit,44.89963,-124.0075,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,120.16,04,"Siletz River, Hwy 9",US101 (HWY 9),SILETZ RIVER,41.90,1973,919.99,R2,2 Concrete Continuous,05 Multiple Box Beam
04141A,2,Retrofit,44.88769,-124.02639,DS4,Seismically Vulnerable,009,Oregon Coast Hwy,121.61,04,"Sijota Creek & Golf Access, Hwy 9",US101 (HWY 9),SIJOTA CR (GOLF ACCESS),41.90,1955,56.00,R2,2 Concrete Continuous,01 Slab
04143A,2,Rehab+,44.83908,-124.05083,DS4,Seismically Vulnerable,009,Oregon Coast Hwy,125.19,04,"Fogarty Creek, Hwy 9",US101 (HWY 9),FOGARTY CREEK,15.90,1955,126.00,R2,2 Concrete Continuous,02 Stringer/Girder
02459,2,Reconstruct,44.80961,-124.06194,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,127.61,04,"Depoe Bay, Hwy 9",US101 (HWY 9),DEPOE BAY,41.90,1927,333.20,R2,1 Concrete,11 Arch-Deck
01820,5,Reconstruct,44.62141,-124.05528,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,141.68,04,"Yaquina Bay, Hwy 9",US101 (HWY 9),YAQUINA BAY,81.40,1934,3260.56,R2,4 Steel Continuous,12 Arch-Thru
01391A,4,Reconstruct,44.52061,-124.07,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,149.02,04,"Beaver Creek, Hwy 9 at MP 149.02",US101 (HWY 9),BEAVER CREEK,2.79,1928,151.75,R2,5 Prestressed Concrete,02 Stringer/Girder
01746B,4,Retrofit,44.43194,-124.07028,DS4,Seismically Vulnerable,009,Oregon Coast Hwy,155.54,04,"Alsea Bay, Hwy 9",US101 (HWY 9),ALSEA BAY,81.40,1992,2909.96,R2,3 Steel,12 Arch-Thru
01430A,4,Reconstruct,44.37058,-124.08972,DS4,Seismically Vulnerable,009,Oregon Coast Hwy,160.15,04,"Big Creek, Hwy 9 at MP 160.15",US101 (HWY 9),BIG CREEK,81.40,1929,120.00,R2,2 Concrete Continuous,04 Tee Beam
01173D,4,Retrofit,44.30763,-124.1,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,164.73,04,"Yachats River, Hwy 9",US101 (HWY 9),YACHATS   RIVER,81.40,1977,223.33,R2,5 Prestressed Concrete,02 Stringer/Girder
01175,4,Reconstruct,44.29098,-124.10806,DS2,Potentially Seismically Vulnerable,009,Oregon Coast Hwy,166.46,04,"Cape Perpetua Half Viaduct, Hwy 9",US101 (HWY 9),CAPE PERPETUA,81.40,1931,76.00,R2,2 Concrete Continuous,04 Tee Beam
01182,4,Reconstruct,44.26548,-124.10667,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,168.44,05,"Cummins Creek, Hwy 9",US101 (HWY 9),CUMMINS CREEK,81.40,1931,185.00,R2,1 Concrete,11 Arch-Deck
01181,4,Reconstruct,44.22413,-124.10944,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,171.44,05,"Tenmile Creek, Hwy 9",US101 (HWY 9),TENMILE CREEK,81.40,1931,184.33,R2,1 Concrete,12 Arch-Thru
01180,4,Reconstruct,44.17433,-124.11528,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,175.02,05,"Big Creek, Hwy 9 at MP 175.02",US101 (HWY 9),BIG CREEK,81.40,1931,239.33,R2,1 Concrete,12 Arch-Thru
01114,4,Reconstruct,44.16534,-124.11333,DS4,Seismically Vulnerable,009,Oregon Coast Hwy,175.68,05,"China Creek, Hwy 9 at MP 175.68",US101 (HWY 9),CHINA CREEK,81.40,1931,66.00,R2,2 Concrete Continuous,04 Tee Beam
01113,5,Reconstruct,44.13354,-124.12167,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,178.35,05,"Cape Creek, Hwy 9",US101 (HWY 9),CAPE CREEK,81.40,1931,648.99,R2,1 Concrete,11 Arch-Deck
01741B,4,Retrofit,44.12867,-124.12278,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,178.75,05,"Slide Viaduct, Hwy 9 at MP 178.75",US101 (HWY 9),SLIDE VIADUCT,81.40,1962,143.00,R2,5 Prestressed Concrete,05 Multiple Box Beam
01741C,4,Retrofit,44.12802,-124.12306,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,178.82,05,"Slide Viaduct, Hwy 9 at MP 178.82",US101 (HWY 9),SLIDE VIADUCT,81.40,1962,165.25,R2,5 Prestressed Concrete,05 Multiple Box Beam
01494A,4,Reconstruct,44.0531,-124.09778,DS4,Seismically Vulnerable,009,Oregon Coast Hwy,184.78,05,"Sutton Creek, Hwy 9",US101 (HWY 9),SUTTON CREEK,81.40,1930,110.00,R2,2 Concrete Continuous,04 Tee Beam
01821E,5,Reconstruct,43.96469,-124.10861,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,190.98,05,"Siuslaw River, Hwy 9 (Florence)",US101 (HWY 9),SIUSLAW RIVER (FLORENCE),123.65,1936,1649.23,R2,3 Steel,16 Movable-Bascule
00982,2,reconstruct,43.88303,-124.12444,DS4,Seismically Vulnerable,009,Oregon Coast Hwy,196.93,05,"Siltcoos River, Hwy 9",US101 (HWY 9),SILTCOOS RIVER,123.65,1930,172.00,R2,2 Concrete Continuous,04 Tee Beam
01602,2,Reconstruct,43.80706,-124.1525,DS4,Seismically Vulnerable,009,Oregon Coast Hwy,202.72,07,"Tahkenitch Creek, Hwy 9",US101(HWY009),TAHKENITCH CREEK,15.00,1929,205.00,R3,2 Concrete Continuous,04 Tee Beam
01822,2,Reconstruct,43.70832,-124.10167,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,211.11,07,"Umpqua River & McIntosh Slough, Hwy 9",US101(HWY009),UMPQUA R & MCINTOSH SL,123.65,1936,2212.47,R3,4 Steel Continuous,17 Movable-Swing
00983,2,Rehab+,43.69694,-124.115,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,212.27,07,"Scholfield Creek, Hwy 9",US101(HWY009),SCHOFIELD CREEK,123.65,1952,360.00,R3,3 Steel,02 Stringer/Girder
09559,2,Retrofit,43.6921,-124.13278,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,213.23,07,Hwy 9 over Ranch Rd,US101(HWY009),RANCH RD,1.00,1966,133.00,R3,5 Prestressed Concrete,02 Stringer/Girder
00949A,2,Retrofit,43.57638,-124.19194,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,223.21,07,"Tenmile Creek & CBRL, Hwy 9 & Frtg Rd (Lakeside)",US101(HWY009) ,"TENMILE CREEK,CBRL",1.00,1954,422.99,R3,5 Prestressed Concrete,02 Stringer/Girder
07493,2,Retrofit,43.49055,-124.22,DS4,Seismically Vulnerable,009,Oregon Coast Hwy,229.43,07,"North Slough, Hwy 9",US101(HWY009),NORTH SLOUGH,1.00,1953,24.00,R3,2 Concrete Continuous,19 Culvert
01823,5,Reconstruct,43.42709,-124.22194,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,233.99,07,"Coos Bay, Hwy 9 (McCullough)",US101(HWY009),COOS BAY (MCCULLOUGH BR),16.00,1936,5337.14,R3,4 Steel Continuous,10 Truss-Thru
01950,2,Reconstruct,43.41593,-124.22389,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,234.76,07,Hwy 9 over CBRL (North Bend),US101(HWY009),CBRL,1.00,1935,161.00,R3,2 Concrete Continuous,04 Tee Beam
02478C,2,Retrofit,43.35606,-124.20917,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,239.2,07,"Coalbank Slough, Hwy 9",US101(HWY009),COALBANK SLOUGH,7.00,1987,362.00,R3,2 Concrete Continuous,01 Slab
06514A,2,Retrofit,43.32586,-124.20556,DS4,Seismically Vulnerable,009,Oregon Coast Hwy,241.81,07,"Shinglehouse Slough, Hwy 9 NB",US101(HWY009)NB,NB SHINGLEHOUSE SLOUGH,25.40,1990,137.08,R3,5 Prestressed Concrete,01 Slab
03166B,2,Retrofit,43.32595,-124.20583,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,241.81,07,"Shinglehouse Slough, Hwy 9 SB",US101(HWY009)SB,SB SHINGLE HOUSE SLOUGH,25.40,1989,172.08,R3,5 Prestressed Concrete,01 Slab
07020,3,Retrofit,43.14698,-124.39528,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,259.65,07,"Coquille River, Hwy 9 (Bullards)",US101(HWY009) ,COQUILLE R (BULLARDS BR),10.50,1952,706.16,R3,3 Steel,15 Movable - Lift
00762,3,Reconstruct,43.00319,-124.41556,DS4,Seismically Vulnerable,009,Oregon Coast Hwy,282.11,07,"Fourmile Creek, Hwy 9",US101(HWY009),FOURMILE CREEK,123.65,1929,80.00,R3,2 Concrete Continuous,04 Tee Beam
09370,3,Retrofit,42.91608,-124.45222,DS2,Potentially Seismically Vulnerable,009,Oregon Coast Hwy,288.5,07,"Floras Creek, Hwy 9",US101(HWY009),FLORAS CREEK,78.90,1967,430.99,R3,6 P/S Conc Continuous,02 Stringer/Girder
00910A,3,Retrofit,42.89082,-124.46194,DS4,Seismically Vulnerable,009,Oregon Coast Hwy,290.38,07,"Willow Creek, Hwy 9",US101(HWY009),WILLOW CREEK ,123.65,1925,101.75,R3,5 Prestressed Concrete,02 Stringer/Girder
00928A,3,Retrofit,42.82072,-124.48278,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,295.49,07,"Crystal Creek, Hwy 9",US101(HWY009),CRYSTAL CREEK,78.90,1971,102.92,R3,5 Prestressed Concrete,01 Slab
00901C,3,Retrofit,42.81679,-124.48222,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,295.75,07,"Sixes River, Hwy 9",US101(HWY009),SIXES RIVER,78.90,1971,499.99,R3,6 P/S Conc Continuous,02 Stringer/Girder
00902C,3,Retrofit,42.79448,-124.48917,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,297.37,07,"Elk River, Hwy 9",US101(HWY009),ELK RIVER,78.90,1969,679.99,R3,6 P/S Conc Continuous,02 Stringer/Girder
16231,3,Retrofit,42.75776,-124.49722,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,300,07,"Garrison Slough, Hwy 9",US101(HWY009),GARRISON SLOUGH,123.65,1976,499.99,R3,5 Prestressed Concrete,01 Slab
07786,3,Retrofit,42.68839,-124.43333,DS4,Seismically Vulnerable,009,Oregon Coast Hwy,307.02,07,"Brush Creek, Hwy 9 Frtg Rd at MP F307.02",FRONT RD HWY 009,BRUSH CREEK,123.65,1955,62.00,R3,2 Concrete Continuous,04 Tee Beam
07787,3,Retrofit,42.68432,-124.4225,DS4,Seismically Vulnerable,009,Oregon Coast Hwy,307.79,07,"Brush Creek, Hwy 9 at MP 307.79",US101(HWY009),BRUSH CREEK,123.65,1955,100.00,R3,2 Concrete Continuous,04 Tee Beam
02386A,3,Retrofit,42.67091,-124.41889,DS4,Seismically Vulnerable,009,Oregon Coast Hwy,308.84,07,"Bear Trap Creek, Hwy 9",US101(HWY009),BEAR TRAP CREEK,123.65,1955,80.00,R3,2 Concrete Continuous,04 Tee Beam
02382A,3,Retrofit,42.66155,-124.41167,DS4,Seismically Vulnerable,009,Oregon Coast Hwy,309.56,07,"Brush Creek, Hwy 9 at MP 309.56",US101(HWY009),BRUSH CREEK,123.65,1955,150.00,R3,2 Concrete Continuous,04 Tee Beam
07514,3,Rehab+,42.63632,-124.40222,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,311.4,07,"Reinhart Creek, Hwy 9",US101(HWY009),Reinhart Creek,123.65,1954,356.00,R3,3 Steel,09 Truss-Deck
07720,3,Rehab+,42.61452,-124.39528,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,313.02,07,"Myrtle Creek, Hwy 9",US101(HWY009),MYRTLE CREEK,123.65,1955,110.00,R3,1 Concrete,04 Tee Beam
02387A,3,Retrofit,42.61303,-124.39333,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,313.15,07,"Mussel Creek, Hwy 9",US101(HWY009),MUSSEL CREEK,123.65,1955,75.00,R3,1 Concrete,04 Tee Beam
16014,3,Retrofit,42.43187,-124.43083,DS3,Seismically Vulnerable,009,Oregon Coast Hwy,326.47,07,Hwy 9 over Conn Rd at MP 326.47,US101(HWY009),CONN RD,123.65,1956,25.00,R3,1 Concrete,07 Frame
01172,5,Reconstruct,42.4274,-124.41306,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,327.7,07,"Rogue River, Hwy 9 (Gold Beach, Isaac Patterson)",US101(HWY009),ROGUE RIVER (WEDDERBURN),123.65,1930,1897.98,R3,2 Concrete Continuous,11 Arch-Deck
08290,3,Rehab+,42.38873,-124.4225,DS2,Potentially Seismically Vulnerable,009,Oregon Coast Hwy,330.48,07,"Hunter Creek, Hwy 9",US101(HWY009),HUNTER CREEK,2.00,1959,360.00,R3,2 Concrete Continuous,05 Multiple Box Beam
08718,3,Rehab+,42.30747,-124.41028,DS2,Potentially Seismically Vulnerable,009,Oregon Coast Hwy,336.94,07,"Myers Creek, Hwy 9",US101(HWY009),MYERS CREEK,4.00,1961,300.00,R3,2 Concrete Continuous,05 Multiple Box Beam
08719,3,Rehab+,42.27758,-124.40389,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,339.1,07,"Pistol River, Hwys 9 & 255",US101(HWY009),PISTOL RIVER,6.00,1962,569.99,R3,2 Concrete Continuous,05 Multiple Box Beam
08459,3,Retrofit,42.16579,-124.35889,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,347.78,07,"Thomas Creek, Hwy 9",US101(HWY009),THOMAS CREEK,5.10,1961,955.99,R3,4 Steel Continuous,09 Truss-Deck
01143D,3,Retrofit,42.05493,-124.26889,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,357.98,07,"Chetco River, Hwy 9",US101(HWY009) ,CHETCO RIVER,123.65,1972,1113.99,R3,6 P/S Conc Continuous,05 Multiple Box Beam
09091A,3,Rehab+,42.00537,-124.21,DS2,Potentially Seismically Vulnerable,009,Oregon Coast Hwy,362.61,07,"Winchuck River, Hwy 9",US101(HWY009),WINCHUCK RIVER,123.65,1965,360.00,R3,2 Concrete Continuous,05 Multiple Box Beam
08829,3,Rehab+,44.09787,-121.30194,DS2,Potentially Seismically Vulnerable,017,McKenzie-Bend Hwy,18.41,10,Hwy17 WB over Hwy4 SB Conn to Hwy17 (Sisters Int),US 20 (HWY 017) WB,US 97 (HWY 004) WB,24.85,1961,185.00,R4,3 Steel,02 Stringer/Girder
09653,1,Retrofit,43.99139,-122.99194,DS2,Potentially Seismically Vulnerable,018,Willamette Hwy,0.89,05,"Coast Fork Willamette River Oflow, Hwy 18",OR 58 (HWY 018),COAST FK WILLAMETTE OFLO,6.58,1967,50.00,R3,5 Prestressed Concrete,01 Slab
05286,1,Reconstruct,43.98072,-122.96639,DS5,Seismically Vulnerable,018,Willamette Hwy,2.46,05,"Coast Fork Willamette River, Hwy 18",OR 58 (HWY 018),COAST FK WILLAMETTE R,6.58,1950,437.99,R3,3 Steel,10 Truss-Thru
03994A,1,Retrofit,43.76758,-122.53417,DS2,Potentially Seismically Vulnerable,018,Willamette Hwy,30.76,05,"Deception Creek, Hwy 18",OR 58 (HWY 018),DECEPTION CREEK,90.55,1953,95.00,R3,2 Concrete Continuous,04 Tee Beam
07894,1,Retrofit,43.74698,-122.51056,DS2,Potentially Seismically Vulnerable,018,Willamette Hwy,33.24,05,"Willamette River, Hwy 18 (Barnard)",OR 58 (HWY 018),WILLAMETTE RIVER,90.55,1955,592.99,R4,4 Steel Continuous,03 Girder-Floorbeam
02073C,1,Retrofit,43.74045,-122.45917,DS2,Potentially Seismically Vulnerable,018,Willamette Hwy,35.98,05,"Salmon Creek, Hwy 18",OR 58 (HWY 018),SALMON CREEK,90.55,1991,218.00,R4,5 Prestressed Concrete,02 Stringer/Girder
01519A,1,Retrofit,43.73018,-122.41944,DS3,Seismically Vulnerable,018,Willamette Hwy,38.25,05,"Salt Creek, Hwy 18 at MP 38.25",OR 58 (HWY 018),SALT CREEK,90.55,1965,230.00,R4,3 Steel,02 Stringer/Girder
02071A,1,Retrofit,43.71865,-122.33083,DS3,Seismically Vulnerable,018,Willamette Hwy,42.93,05,"Salt Creek, Hwy 18 at MP 42.93",OR 58 (HWY 018),SALT CREEK,90.55,1965,366.00,R4,3 Steel,02 Stringer/Girder
06605A,3,Rehab+,42.34925,-122.87778,DS4,Seismically Vulnerable,022,Crater Lake Hwy,0.38,08,"Bear Creek, Hwy 22",OR 62 (HWY 022),BEAR CREEK,24.80,1961,213.00,R3,5 Prestressed Concrete,02 Stringer/Girder
08821,3,Retrofit,42.35022,-122.87639,DS4,Seismically Vulnerable,022,Crater Lake Hwy,0.47,08,Hwy 22 over Hwy 1,OR 62 (HWY 022),I-5 (HWY 001),24.80,1961,240.28,R3,5 Prestressed Concrete,02 Stringer/Girder
09590,3,Rehab+,42.35121,-122.875,DS2,Potentially Seismically Vulnerable,022,Crater Lake Hwy,0.57,08,Hwy 22 over Biddle Rd,OR 62 (HWY 022),BIDDLE RD,7.00,1967,163.00,R3,2 Concrete Continuous,01 Slab
08432,4,Retrofit,42.43017,-123.33,DS4,Seismically Vulnerable,025,Redwood Hwy,-0.24,08,"Rogue River, Hwy 25 NB (7th St)",US199 (HWY 025)NB,ROGUE RIVER,0.75,1960,604.99,R3,4 Steel Continuous,02 Stringer/Girder
01418,4,Reconstruct,42.43027,-123.33139,DS3,Seismically Vulnerable,025,Redwood Hwy,-0.14,08,"Rogue River, Hwy 25 SB (6th St, Caveman)",US 199 (HWY 025)SB,ROGUE RIVER,0.78,1931,549.99,R3,2 Concrete Continuous,12 Arch-Thru
08800,4,Retrofit,42.41607,-123.38389,DS2,Potentially Seismically Vulnerable,025,Redwood Hwy,2.95,08,"Sand Creek, Hwy 25",US199 (HWY 025),SAND CREEK,16.20,1960,20.00,R3,2 Concrete Continuous,19 Culvert
01268A,4,Reconstruct,42.36291,-123.54139,DS4,Seismically Vulnerable,025,Redwood Hwy,12.86,08,"Waters Creek,Hwy 25 (Slate Creek)",US 199 (HWY 025),WATERS CREEK,123.65,1927,62.58,R3,1 Concrete,04 Tee Beam
01269A,4,Reconstruct,42.34846,-123.55778,DS4,Seismically Vulnerable,025,Redwood Hwy,14.17,08,"Slate Creek, Hwy 25 at MP 14.17",US 199 (HWY 025),SLATE CREEK,123.65,1927,67.58,R3,1 Concrete,04 Tee Beam
01270A,4,Reconstruct,42.34771,-123.55972,DS4,Seismically Vulnerable,025,Redwood Hwy,14.28,08,"Slate Creek, Hwy 25 at MP 14.28",US 199 (HWY 025),SLATE CREEK,123.65,1927,67.58,R3,1 Concrete,04 Tee Beam
09187,4,Retrofit,42.27139,-123.61889,DS5,Seismically Vulnerable,025,Redwood Hwy,20.74,08,"Deer Creek, Hwy 25",US 199 (HWY 025),DEER CREEK,29.00,1964,349.00,R3,5 Prestressed Concrete,02 Stringer/Girder
01199A,4,Reconstruct,42.225,-123.64694,DS5,Seismically Vulnerable,025,Redwood Hwy,24.57,08,"Reeves Creek, Hwy 25",US 199 (HWY 025),REEVES CREEK,11.50,1926,63.83,R3,1 Concrete,04 Tee Beam
01074A,4,Retrofit,42.01659,-123.72889,DS2,Potentially Seismically Vulnerable,025,Redwood Hwy,40.24,08,"Elk Creek, Hwy 25",US 199 (HWY 025),ELK CREEK,123.65,1959,139.00,R3,2 Concrete Continuous,04 Tee Beam
01118A,4,Reconstruct,42.00777,-123.72667,DS2,Potentially Seismically Vulnerable,025,Redwood Hwy,40.87,08,"Dwight Creek, Hwy 25",US 199 (HWY 025),DWIGHT CREEK,123.65,1924,75.00,R3,2 Concrete Continuous,04 Tee Beam
05194R,4,Reconstruct,45.50351,-122.67722,DS4,Seismically Vulnerable,026,Mt Hood Hwy,0.1,22,"Arthur St Viaduct, Hwy 26",US 26 (HWY 026),ARTHUR ST VIADUCT,2.00,1947,265.00,R1,1 Concrete,02 Stringer/Girder
09153R,4,Retrofit,45.50534,-122.67722,DS4,Seismically Vulnerable,026,Mt Hood Hwy,0.13,22,Hwy 26 Conn (SW Front Ave) over Hwy 61,US 26 (HWY 026) EB,HWY 61  I-405,4.42,1964,196.00,R1,5 Prestressed Concrete,02 Stringer/Girder
06895R,4,Reconstruct,45.5,-122.67778,DS2,Potentially Seismically Vulnerable,026,Mt Hood Hwy,0.58,22,Hwy 26 WB to Hwy 1W over Hwy 26 EB & SW Grover St,CONN HWY 26 HWY 1W,EB HWY 026,1.00,1948,69.58,R1,2 Concrete Continuous,07 Frame
05054,5,Reconstruct,45.50127,-122.66722,DS3,Seismically Vulnerable,026,Mt Hood Hwy,0.77,22,"Willamette R & Hwy 1 & OPR, Hwy 26 (Ross Island)",US 26 (HWY 026),WILLAMETTE RIVER/OPR,2.00,1926,3652.95,R1,4 Steel Continuous,11 Arch-Deck
06767,4,Retrofit,45.50115,-122.66083,DS3,Seismically Vulnerable,026,Mt Hood Hwy,0.99,22,Hwy 26 EB Off Ramp to Hwy 1E SB,US 26 (HWY 026)CO,Railroad ,1.00,1956,516.99,R1,3 Steel,02 Stringer/Girder
06767A,4,Retrofit,45.50161,-122.66056,DS4,Seismically Vulnerable,026,Mt Hood Hwy,1.01,22,Hwy 26 over Hwy 1E (McLoughlin Bd) (Ross Is Appr),US 26 (HWY 026),HWY 1E,2.00,1966,129.50,R1,5 Prestressed Concrete,05 Multiple Box Beam
08522,3,Retrofit,45.37255,-122.02056,DS2,Potentially Seismically Vulnerable,026,Mt Hood Hwy,37.26,23,"Salmon River, Hwy 26",US 26 (HWY 026),SALMON RIVER,4.00,1972,446.99,R1,6 P/S Conc Continuous,02 Stringer/Girder
02081,4,Reconstruct,45.05556,-123.49278,DS4,Seismically Vulnerable,030,Willamina-Salem Hwy,0.03,03,"South Yamhill River, Hwy 30 (Wallace)",OR 22 (HWY 30),S YAMHILL RIVER,10.44,1935,190.00,R2,4 Steel Continuous,02 Stringer/Girder
02015,4,Reconstruct,45.02418,-123.43028,DS2,Potentially Seismically Vulnerable,030,Willamina-Salem Hwy,3.97,03,"Gooseneck Creek, Hwy 30",OR 22 (HWY 030),GOOSENECK CREEK,25.00,1934,63.00,R2,7 Wood or Timber,02 Stringer/Girder
01756A,4,Reconstruct,45.01735,-123.42,DS5,Seismically Vulnerable,030,Willamina-Salem Hwy,4.71,03,"Mill Creek, Hwy 30",OR 22 (HWY 030),MILL CREEK,12.70,1946,188.70,R2,3 Steel,02 Stringer/Girder
02001,4,Reconstruct,44.9975,-123.35583,DS2,Potentially Seismically Vulnerable,030,Willamina-Salem Hwy,8.38,03,"Salt Creek, Hwy 30 at MP 8.38",OR 22 (HWY 30),SALT CREEK,4.00,1934,57.00,R2,7 Wood or Timber,02 Stringer/Girder
09872,4,Rehab+,44.93437,-123.21167,DS2,Potentially Seismically Vulnerable,030,Willamina-Salem Hwy,16.94,03,Hwy 30 over WPRR (Derry),OR 22 (HWY 30),W&P RR,10.45,1973,183.00,R2,6 P/S Conc Continuous,02 Stringer/Girder
00351A,4,Retrofit,44.9336,-123.18389,DS2,Potentially Seismically Vulnerable,030,Willamina-Salem Hwy,18.31,03,"Mud Slough, Hwy 30 (Basket Slough)",OR 22 (HWY 30),MUD SLOUGH,10.45,1973,120.00,R2,2 Concrete Continuous,01 Slab
08889,4,Retrofit,44.93547,-123.07083,DS3,Seismically Vulnerable,030,Willamina-Salem Hwy,24.31,03,Hwy 30 over Hwy 150 at MP 24.30,OR 22 (HWY 30),OR 221 (HWY 150) CONN,1.00,1963,608.99,R2,4 Steel Continuous,02 Stringer/Girder
08981,4,Retrofit,44.93848,-123.06139,DS5,Seismically Vulnerable,030,Willamina-Salem Hwy,24.86,03,Hwy 30 WB over Hwy 150 at MP 24.86,OR 22 (HWY 30),OR 221 (HWY 150) CONN,1.00,1963,127.00,R2,3 Steel,02 Stringer/Girder
07366,4,Rehab+,44.94464,-123.04833,DS2,Potentially Seismically Vulnerable,030,Willamina-Salem Hwy,25.62,03,Hwy 30 WB over Hwy 150 Conn,OR 22 (HWY 30) WB,OR 221 (HWY 150) CONN,1.00,1952,149.50,R2,2 Concrete Continuous,02 Stringer/Girder
00123K,4,Rehab+,44.94427,-123.04306,DS4,Seismically Vulnerable,030,Willamina-Salem Hwy,25.88,03,"Willamette River, Hwy 30 EB (Center St)",OR 22 (HWY 30) EB,WILLAMETTE RIVER,1.00,1953,2217.97,R2,4 Steel Continuous,02 Stringer/Girder
07253B,4,Rehab+,44.94548,-123.04278,DS5,Seismically Vulnerable,030,Willamina-Salem Hwy,25.91,03,"Willamette R, Hwy 30 WB & Hwy 72 Conn (Marion St)",OR 22 (HWY 30) WB,WILLAMETTE RIVER,1.00,1953,2392.97,R2,4 Steel Continuous,03 Girder-Floorbeam
00123G,4,Retrofit,44.94363,-123.04139,DS2,Potentially Seismically Vulnerable,030,Willamina-Salem Hwy,26,03,"Willamette River, EB Hwy 30 Ramp to SB Hwy 72",OR 22 (HWY 30) EB,FRONT STREET 2,1.00,1977,277.70,R2,2 Concrete Continuous,00 Other (NBI)
