incident,product,year,railroad,product_name,damages,gallons
I-1984120179,UN1263,1984,ATCHISON TOPEKA & SANTA FE RY,PAINT INCLUDING PAINT  LACQUER  ENAMEL  STAIN  SHELLAC SOLUTIONS  VARNISH  POLISH  LIQUID FILLER AND LIQUID LACQUER BASE,0,4785.0
I-1984120198,UN1230,1984,SEABOARD SYSTEM RAILROAD,METHANOL,0,85000.0
I-1984120243,UN2582,1984,CONSOLIDATED RAIL CORP(CONRAIL,FERRIC CHLORIDE  SOLUTION,0,2000.0
I-1984120350,UN1193,1984,SUPERIOR SOLVENTS & CHEM,METHYL ETHYL KETONE,0,1800.0
I-1985010110,UN1040,1984,MISSOURI PACIFIC RAILROAD CO,ETHYLENE OXIDE OR ETHYLENE OXIDE WITH NITROGEN UP TO A TOTAL PRESSURE OF 1MPA (10 BAR) AT 50 DEGREES C,0,5000.0
I-1985010262,NA1993,1984,BURLINGTON NORTHERN RR CO.,FUEL OIL,0,2500.0
I-1985010293,UN1789,1985,ILLINOIS CENTRAL GULF RAILROAD,HYDROCHLORIC ACID  SOLUTION,0,1912.5
I-1985010326,UN1075,1985,PARGAS INC,PETROLEUM GASES  LIQUEFIED OR LIQUEFIED PETROLEUM GAS,0,1250.0
I-1985020088,UN1131,1985,CONSOLIDATED RAIL CORP(CONRAIL,CARBON DISULFIDE,0,17736.0
I-1985020192,UN1075,1985,SOUTHERN RAILWAY SYSTEM,PETROLEUM GASES  LIQUEFIED OR LIQUEFIED PETROLEUM GAS,0,6000.0
I-1985020403,NA1986,1985,MATADOR SERVICE  INC.,DENATURED ALCOHOL,0,5352.0
I-1985030277,UN1075,1985,SOUTHERN PAC TRANSPORTATION CO,PETROLEUM GASES  LIQUEFIED OR LIQUEFIED PETROLEUM GAS,0,6000.0
I-1985040103,UN1255,1985,SOUTHERN PAC TRANSPORTATION CO,NAPHTHA  PETROLEUM,0,1150.0
I-1985040267,UN1145,1985,SEABOARD SYSTEM RAILROAD,CYCLOHEXANE,0,169875.0
I-1985040291,UN1824,1985,CHICAGO & NORTHWESTERN TRAN CO,SODIUM HYDROXIDE  SOLUTION,0,6000.0
I-1985050031,UN1987,1985,BOSTON & MAINE CORP,ALCOHOLS  N.O.S.,0,49953.0
I-1985050400,UN1005,1985,UNION PACIFIC RR CO.,AMMONIA ANHYDROUS,0,26666.0
I-1985060190,UN1719,1985,SOUTHERN PAC TRANSPORTATION CO,CAUSTIC ALKALI LIQUIDS  N.O.S.,0,20000.0
I-1985060432,NA9093,1985,BURLINGTON NORTHERN RR CO.,AMMONIUM THIOSULFATE,0,24537.5
I-1985060436,UN1255,1985,CHESAPEAKE & OHIO RWY CO,NAPHTHA  PETROLEUM,0,30000.0
I-1985060494,UN1075,1985,MISSOURI PACIFIC RAILROAD CO,PETROLEUM GASES  LIQUEFIED OR LIQUEFIED PETROLEUM GAS,0,58854.0
I-1985060494,UN1830,1985,MISSOURI PACIFIC RAILROAD CO,SULFURIC ACID,0,30200.0
I-1985070315,UN1789,1985,BURLINGTON NORTHERN RR CO.,HYDROCHLORIC ACID  SOLUTION,0,1500.0
I-1985070419,UN1789,1985,SOUTHERN PAC TRANSPORTATION CO,HYDROCHLORIC ACID  SOLUTION,0,6000.0
I-1985070420,UN1234,1985,SOUTHERN PAC TRANSPORTATION CO,METHYLAL,0,10340.0
I-1985080024,UN1789,1985,SOUTHERN RAILWAY SYSTEM,HYDROCHLORIC ACID  SOLUTION,0,1500.0
I-1985080079,UN1778,1985,MISSOURI KANSAS TEXAS RAILROAD,FLUOROSILICIC ACID,0,1500.0
I-1985080281,NA1993,1985,SOUTHERN PAC TRANSPORTATION CO,COMBUSTIBLE LIQUID  N.O.S.,0,50010.0
I-1985080281,UN1040,1985,SOUTHERN PAC TRANSPORTATION CO,ETHYLENE OXIDE OR ETHYLENE OXIDE WITH NITROGEN UP TO A TOTAL PRESSURE OF 1MPA (10 BAR) AT 50 DEGREES C,0,20925.0
I-1985080281,UN2015,1985,SOUTHERN PAC TRANSPORTATION CO,HYDROGEN PEROXIDE  STABILIZED OR HYDROGEN PEROXIDE AQUEOUS SOLUTIONS  STABILIZED WITH MORE THAN 60 PERCENT HYDROGEN PEROXIDE,0,4000.0
I-1985090301,UN1715,1985,MISSOURI PACIFIC RAILROAD CO,ACETIC ANHYDRIDE,0,4479.0
I-1985100091,UN1805,1985,SIMPLOT J R CO,PHOSPHORIC ACID SOLUTION,0,2500.0
I-1985100195,UN1789,1985,ILLINOIS CENTRAL GULF RAILROAD,HYDROCHLORIC ACID  SOLUTION,0,2000.0
I-1985100220,UN1193,1985,CONSOLIDATED RAIL CORP(CONRAIL,METHYL ETHYL KETONE,0,10000.0
I-1985100264,UN1830,1985,SOUTHERN PAC TRANSPORTATION CO,SULFURIC ACID,0,283500.0
I-1985100474,NA1993,1985,NORFOLK & WESTERN RAILWAY CO,COMBUSTIBLE LIQUID  N.O.S.,0,26000.0
I-1985120087,UN1830,1985,SEABOARD SYSTEM RAILROAD,SULFURIC ACID,0,1434.0
I-1985120202,UN2187,1985,CONSOLIDATED RAIL CORP(CONRAIL,CARBON DIOXIDE  REFRIGERATED LIQUID,0,18750.0
I-1985120226,UN2187,1985,CONSOLIDATED RAIL CORP(CONRAIL,CARBON DIOXIDE  REFRIGERATED LIQUID,0,16250.0
I-1986010047,UN1230,1985,BALTIMORE & OHIO RR CO.,METHANOL,0,2000.0
I-1986010179,UN1830,1985,SOUTHERN PAC TRANSPORTATION CO,SULFURIC ACID,0,8510.0
I-1986010204,UN1090,1985,BURLINGTON NORTHERN RR CO.,ACETONE,0,7163.0
I-1986030200,UN1789,1986,CHESSIE SYSTEM,HYDROCHLORIC ACID  SOLUTION,0,1300.0
I-1986030261,NA1986,1986,BALTIMORE & OHIO RR CO.,DENATURED ALCOHOL,0,29000.0
I-1986030366,UN2209,1986,ALASKA RAILROAD,FORMALDEHYDE SOLUTION (FLASH POINT MORE THAN 141 DEG F.; IN CONTAINERS OVER 110 GALLONS),0,12500.0
I-1986030387,UN1013,1986,MANUFACTURERS RAILWAY CO,CARBON DIOXIDE,0,4887.5
I-1986050226,UN1866,1986,ILLINOIS CENTRAL GULF RAILROAD,RESIN SOLUTION  FLAMMABLE,0,5000.0
I-1986050449,UN1120,1986,ILLINOIS CENTRAL GULF RAILROAD,BUTANOLS,0,10000.0
I-1986050457,UN1830,1986,SEABOARD SYSTEM RAILROAD,SULFURIC ACID,0,3000.0
I-1986050476,UN1830,1986,KANSAS CITY SOUTHERN LINES,SULFURIC ACID,0,1381.0
I-1986050477,UN1830,1986,ATCHISON TOPEKA & SANTA FE RY,SULFURIC ACID,0,34365.0
I-1986060011,UN1824,1986,CONSOLIDATED RAIL CORP(CONRAIL,SODIUM HYDROXIDE  SOLUTION,0,7000.0
I-1986060021,UN1276,1985,NORFOLK & WESTERN RAILWAY CO,N-PROPYL ACETATE,0,10121.0
I-1986060111,UN1789,1986,ATCHISON TOPEKA & SANTA FE RY,HYDROCHLORIC ACID  SOLUTION,0,7643.75
I-1986060190,UN1866,1986,ATCHISON TOPEKA & SANTA FE RY,RESIN SOLUTION  FLAMMABLE,0,21000.0
I-1986060393,UN1255,1985,KANSAS CITY SOUTHERN RWY CO,NAPHTHA  PETROLEUM,0,9195.0
I-1986060433,NA1993,1986,SEABOARD SYSTEM RAILROAD,FUEL OIL,0,30243.0
I-1986060547,UN1255,1986,SOUTHERN PAC TRANSPORTATION CO,NAPHTHA  PETROLEUM,0,1200.0
I-1986060549,UN1247,1986,SOUTHERN PAC TRANSPORTATION CO,METHYL METHACRYLATE MONOMER  STABILIZED,0,10000.0
I-1986060556,UN1830,1986,SOUTHERN PAC TRANSPORTATION CO,SULFURIC ACID,0,1250.0
I-1986060579,NA1986,1986,SOO LINE RAILROAD CO,DENATURED ALCOHOL,0,16000.0
I-1986070041,UN1789,1986,ILLINOIS CENTRAL GULF RAILROAD,HYDROCHLORIC ACID  SOLUTION,0,10000.0
I-1986070066,UN1010,1986,UNION PACIFIC RR CO.,BUTADIENES  STABILIZED OR BUTADIENES AND HYDROCARBON MIXTURE  STABILIZED CONTAINING MORE THAN 40% BUTADIENES,0,62212.0
I-1986070066,UN2209,1986,UNION PACIFIC RR CO.,FORMALDEHYDE SOLUTION (FLASH POINT MORE THAN 141 DEG F.; IN CONTAINERS OVER 110 GALLONS),0,20995.0
I-1986070114,UN1075,1986,AMERICAN OIL CO (AMOCO),PETROLEUM GASES  LIQUEFIED OR LIQUEFIED PETROLEUM GAS,0,4200.0
I-1986070205,UN1005,1986,UNION PACIFIC RR CO.,AMMONIA ANHYDROUS,0,2352.5
I-1986070222,UN1005,1986,ARIZONA AGROCHEMICAL CORP,AMMONIA ANHYDROUS,0,1750.0
I-1986070316,UN2055,1986,ATCHISON TOPEKA & SANTA FE RY,STYRENE MONOMER  STABILIZED,0,25162.5
I-1986070372,NA1986,1986,CONSOLIDATED RAIL CORP(CONRAIL,DENATURED ALCOHOL,0,20000.0
I-1986070372,UN1129,1986,CONSOLIDATED RAIL CORP(CONRAIL,BUTYRALDEHYDE,0,25000.0
I-1986080320,UN1255,1986,CONSOLIDATED RAIL CORP(CONRAIL,NAPHTHA  PETROLEUM,0,1500.0
I-1986090016,UN2187,1986,SOUTHERN RAILWAY SYSTEM,CARBON DIOXIDE  REFRIGERATED LIQUID,0,1250.0
I-1986090230,UN3065,1986,SOUTHERN PAC TRANSPORTATION CO,ALCOHOLIC BEVERAGES,0,20822.0
I-1986090267,UN1230,1986,ATCHISON TOPEKA & SANTA FE RY,METHANOL,0,7000.0
I-1986090499,UN1789,1986,CSX TRANSPORTATION,HYDROCHLORIC ACID  SOLUTION,0,20000.0
I-1986090509,NA1993,1986,ROCHESTER & SOUTHERN RR INC,FUEL OIL,0,25000.0
I-1986100018,UN1193,1986,UNION PACIFIC RR CO.,METHYL ETHYL KETONE,0,5000.0
I-1986100236,NA1993,1986,ILLINOIS CENTRAL GULF RAILROAD,COMBUSTIBLE LIQUID  N.O.S.,0,15000.0
I-1986100236,UN1805,1986,ILLINOIS CENTRAL GULF RAILROAD,PHOSPHORIC ACID SOLUTION,0,13000.0
I-1986100289,UN1155,1986,BURLINGTON NORTHERN RR CO.,DIETHYL ETHER OR ETHYL ETHER,0,3046.75
I-1986100349,UN1671,1986,CONSOLIDATED RAIL CORP(CONRAIL,PHENOL  SOLID,0,1800.0
I-1986110218,NA1479,1986,CSX TRANSPORTATION,SODIUM DICHROMATE,0,22150.0
I-1986110218,UN1230,1986,CSX TRANSPORTATION,METHANOL,0,68412.5
I-1986120086,UN1230,1986,UNION PACIFIC RR CO.,METHANOL,0,24916.0
I-1986120152,UN3065,1986,CONSOLIDATED RAIL CORP(CONRAIL,ALCOHOLIC BEVERAGES,0,1400.0
I-1986120319,UN1301,1986,KANSAS CITY SOUTHERN RWY CO,VINYL ACETATE  STABILIZED,0,14450.0
I-1986120395,UN1075,1986,AMERICAN OIL CO (AMOCO),PETROLEUM GASES  LIQUEFIED OR LIQUEFIED PETROLEUM GAS,0,4200.0
I-1987010039,UN2015,1986,ILLINOIS CENTRAL GULF RAILROAD,HYDROGEN PEROXIDE  STABILIZED OR HYDROGEN PEROXIDE AQUEOUS SOLUTIONS  STABILIZED WITH MORE THAN 60 PERCENT HYDROGEN PEROXIDE,0,6000.0
I-1987010051,UN1993,1986,CSX TRANSPORTATION,FLAMMABLE LIQUIDS  N.O.S.,0,1500.0
I-1987010097,UN2218,1986,UNION PACIFIC RR CO.,ACRYLIC ACID  STABILIZED,0,12000.0
I-1987010184,UN1089,1987,CONSOLIDATED RAIL CORP(CONRAIL,ACETALDEHYDE,0,8000.0
I-1987010237,UN1993,1986,CSX TRANSPORTATION,FLAMMABLE LIQUIDS  N.O.S.,0,1500.0
I-1987010303,UN1824,1986,CSX TRANSPORTATION,SODIUM HYDROXIDE  SOLUTION,0,7000.0
I-1987010333,UN1824,1986,CONSOLIDATED RAIL CORP(CONRAIL,SODIUM HYDROXIDE  SOLUTION,0,4000.0
I-1987020009,NA2922,1986,BURLINGTON NORTHERN RR CO.,SODIUM HYDROSULFIDE  SOLUTION,0,11000.0
I-1987020027,UN1230,1986,MINNESOTA SOLVENTS & CHEM CORP,METHANOL,0,5200.0
I-1987020125,UN1832,1986,SOUTHERN PAC TRANSPORTATION CO,SULFURIC ACID  SPENT,0,6200.0
I-1987020178,UN1805,1987,CSX TRANSPORTATION,PHOSPHORIC ACID SOLUTION,0,35000.0
I-1987020235,UN1263,1987,SOUTHERN PAC TRANSPORTATION CO,PAINT,0,3500.0
I-1987030118,UN1250,1987,DEGUSSA CORPORATION,METHYLTRICHLOROSILANE,0,10204.0
I-1987030171,UN1294,1987,SOUTHERN RAILWAY SYSTEM,TOLUENE,0,24983.5
I-1987030171,UN2790,1987,SOUTHERN RAILWAY SYSTEM,ACETIC ACID SOLUTION  NOT LESS THAN 50 PERCENT BUT NOT MORE THAN 80 PERCENT ACID  BY MASS,0,22318.75
I-1987030237,UN2790,1987,CONSOLIDATED RAIL CORP(CONRAIL,ACETIC ACID SOLUTION  NOT LESS THAN 50 PERCENT BUT NOT MORE THAN 80 PERCENT ACID  BY MASS,0,13000.0
I-1987030384,UN2218,1987,ATCHISON TOPEKA & SANTA FE RR,ACRYLIC ACID  STABILIZED,0,12744.0
I-1987040087,NA1760,1987,CHICAGO & NORTHWESTERN TRAN CO,ALUMINUM SULFATE SOLUTION,0,7280.0
I-1987040095,NA1999,1987,CSX TRANSPORTATION,ASPHALT  CUT BACK,0,10000.0
I-1987040157,UN1805,1987,SOUTHERN RAILWAY SYSTEM,PHOSPHORIC ACID SOLUTION,0,2400.0
I-1987040343,UN1301,1987,SOUTHERN PAC TRANSPORTATION CO,VINYL ACETATE  STABILIZED,0,20000.0
I-1987040343,UN2078,1987,SOUTHERN PAC TRANSPORTATION CO,TOLUENE DIISOCYANATE,0,19500.0
I-1987040343,UN2831,1987,SOUTHERN PAC TRANSPORTATION CO,1 1 1-TRICHLOROETHANE,0,20000.0
I-1987040349,UN1824,1987,VULCAN CHEMICAL DIV VULCAN MFG,SODIUM HYDROXIDE  SOLUTION,0,5750.0
I-1987060132,UN1831,1987,C S X TRANSPORTATION,SULFURIC ACID  FUMING,0,6005.0
I-1987060446,UN1010,1987,CSX TRANSPORTATION,BUTADIENES  STABILIZED OR BUTADIENES AND HYDROCARBON MIXTURE  STABILIZED CONTAINING MORE THAN 40% BUTADIENES,0,1800.0
I-1987060484,NA1993,1987,SPRINGFIELD TERMINAL,FUEL OIL  NO. 1  2  4  5  OR 6,0,79000.0
I-1987070028,UN1013,1987,CSX TRANSPORTATION,CARBON DIOXIDE,0,12263.12
I-1987070639,UN1230,1987,CSX TRANSPORTATION,METHANOL,0,15000.0
I-1987080200,UN1123,1987,SOUTHERN PAC TRANSPORTATION CO,BUTYL ACETATES,0,26000.0
I-1987080372,UN1789,1987,SOUTHERN RAILWAY SYSTEM,HYDROCHLORIC ACID  SOLUTION,0,1800.0
I-1987080475,UN1089,1987,CONSOLIDATED RAIL CORP(CONRAIL,ACETALDEHYDE,0,21000.0
I-1987090088,UN1824,1987,CHICAGO MISSOURI & WESTERN RR,SODIUM HYDROXIDE  SOLUTION,0,15500.0
I-1987090095,UN1789,1987,CSX TRANSPORTATION,HYDROCHLORIC ACID  SOLUTION,0,1500.0
I-1987090147,UN2582,1987,CSX TRANSPORTATION,FERRIC CHLORIDE  SOLUTION,0,6000.0
I-1987100180,UN1671,1987,CONSOLIDATED RAIL CORP(CONRAIL,PHENOL  SOLID,0,18000.0
I-1987100446,UN1805,1987,SOUTHERN PAC TRANSPORTATION CO,PHOSPHORIC ACID SOLUTION,0,3000.0
I-1987110117,UN1830,1987,THOMPSON-HAYWARD CHEMICAL CO,SULFURIC ACID,0,1800.0
I-1987110433,NA1993,1987,BURLINGTON NORTHERN INC,FUEL OIL  NO. 1  2  4  5  OR 6,0,7000.0
I-1987120208,UN1805,1987,NORFOLK SOUTHERN RAILROAD,PHOSPHORIC ACID SOLUTION,0,14202.0
I-1987120403,UN2187,1987,ATCHISON TOPEKA & SANTA FE RY,CARBON DIOXIDE  REFRIGERATED LIQUID,0,5000.0
I-1988010101,UN1230,1988,CSX TRANSPORTATION,METHANOL,0,29500.0
I-1988010209,NA1986,1987,SOUTHERN PAC TRANSPORTATION CO,DENATURED ALCOHOL,0,20000.0
I-1988010273,UN1993,1988,CSX TRANSPORTATION,FLAMMABLE LIQUIDS  N.O.S.,0,6700.0
I-1988020015,UN1830,1988,CSX TRANSPORTATION,SULFURIC ACID,0,7000.0
I-1988020039,UN1715,1987,SOUTHERN RAILWAY SYSTEM,ACETIC ANHYDRIDE,0,16785.0
I-1988020122,UN1075,1988,DELAWARE & HUDSON RAILWAY CO,PETROLEUM GASES  LIQUEFIED OR LIQUEFIED PETROLEUM GAS,0,3000.0
I-1988020309,UN1824,1987,UNION PACIFIC RR CO.,SODIUM HYDROXIDE  SOLUTION,0,32000.0
I-1988020311,UN1075,1987,UNION PACIFIC RR CO.,PETROLEUM GASES  LIQUEFIED OR LIQUEFIED PETROLEUM GAS,0,55560.0
I-1988020320,UN1089,1987,UNION PACIFIC RR CO.,ACETALDEHYDE,0,27673.0
I-1988020320,UN1129,1987,UNION PACIFIC RR CO.,BUTYRALDEHYDE,0,48128.0
I-1988020320,UN1170,1987,UNION PACIFIC RR CO.,ETHANOL OR ETHYL ALCOHOL OR ETHANOL SOLUTIONS OR ETHYL ALCOHOL SOLUTIONS,0,20371.0
I-1988020320,UN1171,1987,UNION PACIFIC RR CO.,ETHYLENE GLYCOL MONOETHYL ETHER ('CELLOSOLVE'),0,21851.0
I-1988020320,UN1213,1987,UNION PACIFIC RR CO.,ISOBUTYL ACETATE,0,10000.0
I-1988020320,UN1274,1987,UNION PACIFIC RR CO.,N-PROPANOL OR PROPYL ALCOHOL  NORMAL,0,22031.0
I-1988020320,UN1987,1987,UNION PACIFIC RR CO.,ALCOHOLS  N.O.S.,0,122359.0
I-1988030133,UN1866,1988,SOUTHERN RAILWAY SYSTEM,RESIN SOLUTION  FLAMMABLE,0,3200.0
I-1988030307,UN1170,1988,CSX TRANSPORTATION,ETHANOL OR ETHYL ALCOHOL OR ETHANOL SOLUTIONS OR ETHYL ALCOHOL SOLUTIONS,0,5000.0
I-1988040019,UN1075,1988,SUBURBAN PROPANE GAS CORP,PETROLEUM GASES  LIQUEFIED OR LIQUEFIED PETROLEUM GAS,0,2000.0
I-1988040176,UN1760,1988,ATCHISON TOPEKA & SANTA FE RY,CORROSIVE LIQUIDS  N.O.S.,0,1104.5
I-1988040187,UN1831,1988,CSX TRANSPORTATION,SULFURIC ACID  FUMING,0,7950.0
I-1988040441,UN1230,1988,SOO LINE RAILROAD CO,METHANOL,0,24000.0
I-1988050074,UN1824,1988,BURLINGTON NORTHERN RR CO.,SODIUM HYDROXIDE  SOLUTION,0,14693.0
I-1988050201,UN1830,1988,UNION PACIFIC RR CO.,SULFURIC ACID,0,13000.0
I-1988070056,UN1066,1988,CENTRAL VERMONT RAILWAY INC,NITROGEN  COMPRESSED,0,15520.5
I-1988070121,UN2209,1988,CSX TRANSPORTATION,FORMALDEHYDE SOLUTION (FLASH POINT MORE THAN 141 DEG F.; IN CONTAINERS OVER 110 GALLONS),0,20000.0
I-1988070591,UN2187,1988,SOUTHERN RAILWAY SYSTEM,CARBON DIOXIDE  REFRIGERATED LIQUID,0,20166.881
I-1988080308,UN1760,1988,CSX TRANSPORTATION,CORROSIVE LIQUIDS  N.O.S.,0,20000.0
I-1988080522,UN1089,1988,UNION PACIFIC RR CO.,ACETALDEHYDE,0,163938.0
I-1988080601,UN1783,1988,CONSOLIDATED RAIL CORP(CONRAIL,HEXAMETHYLENEDIAMINE SOLUTION,0,25000.0
I-1988080601,UN1987,1988,CONSOLIDATED RAIL CORP(CONRAIL,ALCOHOLS  N.O.S.,0,22000.0
I-1988080604,UN1307,1988,CSX TRANSPORTATION,XYLENES,0,56000.0
I-1988080743,UN2014,1987,MONTANA RAIL LINK,HYDROGEN  PEROXIDE  AQUEOUS SOLUTIONS WITH MORE THAN 40 PERCENT BUT NOT MORE THAN 60 PERCENT HYDROGEN PEROXIDE (STABILIZED AS NECESSARY),0,2500.0
I-1988090310,UN1993,1988,CSX TRANSPORTATION,FLAMMABLE LIQUIDS  N.O.S.,0,10000.0
I-1988100047,UN1814,1988,CSX TRANSPORTATION,POTASSIUM HYDROXIDE  SOLUTION,0,9000.0
I-1988100047,UN1993,1988,CSX TRANSPORTATION,FLAMMABLE LIQUIDS  N.O.S.,0,10000.0
I-1988100261,UN1805,1988,UNION PACIFIC RR CO.,PHOSPHORIC ACID SOLUTION,0,13000.0
I-1988100355,UN1760,1988,SOUTHERN RAILWAY SYSTEM,CORROSIVE LIQUIDS  N.O.S.,0,14000.0
I-1988110134,UN1824,1988,SOUTHERN RAILWAY SYSTEM,SODIUM HYDROXIDE  SOLUTION,0,22000.0
I-1988110150,UN1789,1988,PADUCAH AND LOUISVILLE RAILWAY,HYDROCHLORIC ACID  SOLUTION,0,9093.75
I-1988110150,UN1824,1988,PADUCAH AND LOUISVILLE RAILWAY,SODIUM HYDROXIDE  SOLUTION,0,4157.5
I-1988110150,UN2789,1988,PADUCAH AND LOUISVILLE RAILWAY,ACETIC ACID  GLACIAL OR ACETIC ACID SOLUTION  WITH MORE THAN 80 PERCENT ACID  BY MASS,0,14137.5
I-1988110334,UN1219,1988,CHICAGO MISSOURI & WESTERN RR,ISOPROPANOL OR ISOPROPYL ALCOHOL,0,4000.0
I-1988110428,NA1986,1988,IOWA INTERSTATE RR LTD,DENATURED ALCOHOL,0,30000.0
I-1988120219,UN1830,1988,CSX TRANSPORTATION,SULFURIC ACID,0,12000.0
I-1988120409,NA9093,1988,CSX TRANSPORTATION,AMMONIUM THIOSULFATE,0,2000.0
I-1989010029,NA9188,1988,ATCHISON TOPEKA & SANTA FE RY,HAZARDOUS SUBSTANCE  LIQUID OR SOLID  N.O.S. OR ORM-E  LIQUID OR SOLID  N.O.S.,0,14175.0
I-1989010029,UN1075,1988,ATCHISON TOPEKA & SANTA FE RY,PETROLEUM GASES  LIQUEFIED OR LIQUEFIED PETROLEUM GAS,0,11000.0
I-1989010357,UN1230,1988,BURLINGTON NORTHERN RR CO.,METHANOL,0,2212.0
I-1989010357,UN1715,1988,BURLINGTON NORTHERN RR CO.,ACETIC ANHYDRIDE,0,25000.0
I-1989010373,UN1830,1989,CSX TRANSPORTATION,SULFURIC ACID,0,10000.0
I-1989010450,UN1134,1989,CONSOLIDATED RAIL CORP(CONRAIL,CHLOROBENZENE,0,1056.0
I-1989020027,UN2067,1988,ATCHISON TOPEKA & SANTA FE RY,AMMONIUM NITRATE FERTILIZERS,0,8400.0
I-1989020504,UN1267,1989,INDIANA HARBOR BELT RR CO.,PETROLEUM CRUDE OIL,0,7676.0
I-1989030005,NA1993,1989,BURLINGTON NORTHERN RR CO.,FUEL OIL  NO. 1  2  4  5  OR 6,0,1500.0
I-1989030140,UN1005,1989,SOO LINE RAILROAD CO,AMMONIA ANHYDROUS,0,52580.25
I-1989030279,UN1075,1989,CSX TRANSPORTATION,PETROLEUM GASES  LIQUEFIED OR LIQUEFIED PETROLEUM GAS,0,81555.0
I-1989030379,UN1897,1989,UNION PACIFIC RR CO.,TETRACHLOROETHYLENE,0,7000.0
I-1989030515,UN1219,1989,MONTANA RAIL LINK,ISOPROPANOL OR ISOPROPYL ALCOHOL,0,8000.0
I-1989030515,UN2014,1989,MONTANA RAIL LINK,HYDROGEN  PEROXIDE  AQUEOUS SOLUTIONS WITH MORE THAN 40 PERCENT BUT NOT MORE THAN 60 PERCENT HYDROGEN PEROXIDE (STABILIZED AS NECESSARY),0,28697.0
I-1989040005,UN1206,1989,HOUSTON BELT & TERMINAL RWY,HEPTANES,0,26000.0
I-1989040054,UN1824,1989,SOUTHERN RAILWAY SYSTEM,SODIUM HYDROXIDE  SOLUTION,0,2600.0
I-1989040446,NA1993,1989,NORFOLK & WESTERN RAILWAY CO,FUEL OIL  NO. 1  2  4  5  OR 6,0,11250.0
I-1989040516,UN1830,1989,SOUTHERN PAC TRANSPORTATION CO,SULFURIC ACID,0,1794.0
I-1989050398,UN1824,1989,BURLINGTON NORTHERN RR CO.,SODIUM HYDROXIDE  SOLUTION,0,1200.0
I-1989050503,UN1863,1989,UNION PACIFIC RR CO.,FUEL  AVIATION  TURBINE ENGINE,0,9500.0
I-1989050775,UN1824,1989,MIDSOUTH RAIL CORP,SODIUM HYDROXIDE  SOLUTION,0,19625.0
I-1989050796,NA1986,1988,SOUTHERN PAC TRANSPORTATION CO,DENATURED ALCOHOL,0,13000.0
I-1989070067,UN1824,1989,MIDSOUTH RAIL CORP,SODIUM HYDROXIDE  SOLUTION,0,16000.0
I-1989070365,UN1789,1989,CSX TRANSPORTATION,HYDROCHLORIC ACID  SOLUTION,0,2200.0
I-1989080235,UN1993,1989,CSX TRANSPORTATION,FLAMMABLE LIQUIDS  N.O.S.,0,20300.0
I-1989080235,UN2218,1989,CSX TRANSPORTATION,ACRYLIC ACID  STABILIZED,0,16900.0
I-1989090071,NA1993,1989,BURLINGTON NORTHERN RR CO.,FUEL OIL  NO. 1  2  4  5  OR 6,0,15000.0
I-1989090271,NA1993,1989,CSX TRANSPORTATION,COMPOUND  CLEANING  LIQUID,0,20000.0
I-1989090305,UN1824,1989,CONSOLIDATED RAIL CORP(CONRAIL,SODIUM HYDROXIDE  SOLUTION,0,5500.0
I-1989090337,UN1086,1989,CONSOLIDATED RAIL CORP(CONRAIL,VINYL CHLORIDE  INHIBITED OR VINYL CHLORIDE  STABILIZED,0,21000.0
I-1989090455,UN1170,1989,CSX TRANSPORTATION,ETHANOL OR ETHYL ALCOHOL OR ETHANOL SOLUTIONS OR ETHYL ALCOHOL SOLUTIONS,0,45000.0
I-1989090460,UN1824,1989,CSX TRANSPORTATION,SODIUM HYDROXIDE  SOLUTION,0,10500.0
I-1989090490,NA9188,1989,PENNWALT CORP,HAZARDOUS SUBSTANCE  LIQUID OR SOLID  N.O.S. OR ORM-E  LIQUID OR SOLID  N.O.S.,0,7445.0
I-1989100578,UN1917,1989,SOUTHERN PAC TRANSPORTATION CO,ETHYL ACRYLATE  STABILIZED,0,20000.0
I-1989100578,UN2789,1989,SOUTHERN PAC TRANSPORTATION CO,ACETIC ACID  GLACIAL OR ACETIC ACID SOLUTION  WITH MORE THAN 80 PERCENT ACID  BY MASS,0,42850.0
I-1989110235,UN1255,1989,SOUTHERN PAC TRANSPORTATION CO,NAPHTHA  PETROLEUM,0,15000.0
I-1989120210,UN1783,1989,NORFOLK & WESTERN RAILWAY CO,HEXAMETHYLENEDIAMINE SOLUTION,0,1504.0
I-1990010037,UN1230,1989,ALASKA RAILROAD,METHANOL,0,11137.0
I-1990010038,UN1993,1989,ALASKA RAILROAD,FLAMMABLE LIQUIDS  N.O.S.,0,1716.0
I-1990010059,UN1993,1989,ATCHISON TOPEKA & SANTA FE RY,FLAMMABLE LIQUIDS  N.O.S.,0,18000.0
I-1990010736,UN1267,1989,BUFFALO & PITTSBURGH RAILROAD  INC.,PETROLEUM CRUDE OIL,397058,12250.0
I-1990020129,UN2187,1990,BNSF RAILWAY COMPANY,CARBON DIOXIDE  REFRIGERATED LIQUID,0,2500.0
I-1990030651,NA1760,1989,FLEET TRANSPORT CO INC,FERROUS CHLORIDE  SOLUTION,27950,6000.0
I-1990040487,UN1230,1990,UNION PACIFIC RAILROAD COMPANY INC,METHANOL,60000,10000.0
I-1990040584,UN2187,1990,LIQUID CARBONICS CORP,CARBON DIOXIDE  REFRIGERATED LIQUID,1105,5812.5
